GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj
gene-J2S48_RS20875	4315.81681438768	-5.24838131174479	0.279240129568319	-18.795225886259	8.26276293725166e-79	2.89444585691926e-75
gene-J2S48_RS20100	16788.1202286816	-7.6086810771182	0.429964439564062	-17.6960705979141	4.49603991944312e-70	7.87481391890462e-67
gene-J2S48_RS06520	1608.58286999565	-4.94558536349654	0.303293923022561	-16.3062461463451	8.91030186994024e-60	1.04042624834669e-56
rna-J2S48_RS07170	905.14490994612	-7.33191404298349	0.456139220498404	-16.0738513889953	3.89139344591859e-58	3.4078878102632e-55
rna-J2S48_RS12480	1516.02432856795	-7.85929769358877	0.490129940980705	-16.0351307611672	7.26305649028271e-58	5.08849737709207e-55
MSTRG.97.1	30902.4723753917	-7.55012906056535	0.512154032802125	-14.7419107865981	3.46830921095678e-49	2.0249145276636e-46
rna-J2S48_RS12475	621.267723961369	-5.37383034442897	0.375084454410468	-14.3269876456895	1.48420098125731e-46	7.42736576763481e-44
gene-J2S48_RS16660	7572.99540398537	4.86020816142695	0.339820828239424	14.3022668345763	2.11796615425812e-46	9.27404429795773e-44
MSTRG.767.1	8955.62601054122	-4.63366681400476	0.336740381451338	-13.7603538786582	4.41361173851476e-43	1.7178757688908e-40
gene-J2S48_RS02325	885.950671232426	-10.302128840143	0.767334183085044	-13.4258698064559	4.26546495331724e-41	1.49419237314703e-38
MSTRG.3499.1	4049.1759110769	-3.43417533968525	0.275959920217141	-12.4444714181068	1.49873261016325e-35	4.77278212127442e-33
gene-J2S48_RS13825	2713.92351101304	3.63714596491554	0.294614197602106	12.3454537986242	5.15427944199803e-35	1.50462007377659e-32
MSTRG.1235.1	7313.10096313686	-3.61387530426859	0.297386463762543	-12.1521176806292	5.58986763221195e-34	1.50625433197219e-31
gene-J2S48_RS00300	1287.44130367662	-3.94060721829906	0.324971280159724	-12.1260168478957	7.68997309233215e-34	1.92414112445997e-31
gene-J2S48_RS21085	1023.71707547629	-4.09597536454693	0.344548978691415	-11.8879335533174	1.36748141132237e-32	3.19352492257484e-30
gene-J2S48_RS02320	382.006073064233	-5.13373323429104	0.435573661717694	-11.7861424725408	4.60138060900947e-32	1.00741476708501e-29
gene-J2S48_RS18870	3790.70479426562	-3.49112551340347	0.297407215178243	-11.7385367107222	8.08735991284542e-32	1.66647186909985e-29
gene-J2S48_RS10185	45247.2998548647	6.05033456097387	0.528794797090636	11.4417437430589	2.5863435482619e-30	5.03331191642301e-28
gene-J2S48_RS13845	3299.89762144301	3.11753370173934	0.273842032557388	11.3844236132231	4.99977332450779e-30	8.81278468445245e-28
gene-J2S48_RS02120	350.654888207107	-4.65100776596154	0.408561178134195	-11.3838710452168	5.03156419323577e-30	8.81278468445245e-28
gene-J2S48_RS20595	2320.37298380218	3.4220182275637	0.301320316304224	11.3567457698694	6.86546468163045e-30	1.14522489427388e-27
gene-J2S48_RS14420	4456.22097244858	-3.61020345238773	0.32132143628931	-11.2354889673068	2.72978313430237e-29	4.34655923611873e-27
gene-J2S48_RS20105	409.630729458551	-4.04299134161858	0.365608545998005	-11.0582517445876	1.99956908193666e-28	3.04543064957571e-26
gene-J2S48_RS20885	1563.75251805243	-3.96095476123026	0.359080633293551	-11.030822589622	2.71371455538695e-28	3.96089253646687e-26
gene-J2S48_RS16725	409.29570477761	-4.30141957556582	0.394120707185573	-10.9139649278577	9.88488585715762e-28	1.38507020630493e-25
gene-J2S48_RS12905	582.293079247695	-3.93508463207601	0.364334941468924	-10.8007335673338	3.41464476002468e-27	4.6005771516794e-25
MSTRG.3234.1	569.802485274414	-3.65274413378866	0.341327877914594	-10.701569869141	1.00068307017542e-26	1.29829362771278e-24
gene-J2S48_RS20880	578.393541863501	-4.42047262967059	0.413697980482975	-10.685265189136	1.19307589294704e-26	1.49262316178339e-24
MSTRG.1650.1	44112.4032221786	-6.00406223837826	0.570145152397943	-10.5307608301607	6.23286471783827e-26	7.52887072640946e-24
gene-J2S48_RS04025	488.226831309275	-4.23041167885822	0.403173899994448	-10.4927716772253	9.32520064338754e-26	1.08887259512622e-23
gene-J2S48_RS16555	20120.288532667	-4.71115250399828	0.449941812967898	-10.470581680157	1.17916186060589e-25	1.33245290248465e-23
gene-J2S48_RS25950	1236.58847563249	3.09940346822424	0.296209119675476	10.4635653069018	1.26985587279007e-25	1.39009535074488e-23
gene-J2S48_RS17270	5374.8117468712	3.45172182955429	0.331009016593598	10.4278785668011	1.84971882632103e-25	1.96350456018259e-23
gene-J2S48_RS25930	570.277755219053	3.92227281873803	0.378445536445672	10.3641672077194	3.60888315723783e-25	3.71821108817769e-23
gene-J2S48_RS25910	860.097846037744	-4.15734642733798	0.402313469029673	-10.3335999099532	4.96610927470117e-25	4.97036593979377e-23
MSTRG.487.1	5097.20610955549	-3.39965904252856	0.331342943912829	-10.2602427635307	1.06438814283095e-24	1.03570879564912e-22
MSTRG.72.1	3243.92700325759	2.61333909583473	0.25497605193175	10.2493511686119	1.19140586782687e-24	1.12797155540474e-22
gene-J2S48_RS16800	449.877087726002	4.18469388968808	0.408613459229649	10.2412042363397	1.296129230142e-24	1.19482649820722e-22
gene-J2S48_RS13780	894.074804665993	3.31594596608562	0.32473510474081	10.2112334566732	1.76605332049666e-24	1.58627814915379e-22
gene-J2S48_RS25310	2137.54820684477	2.92296148275552	0.287215835909283	10.1768813460506	2.51492394874799e-24	2.20244464811606e-22
rna-J2S48_RS06045	663.875201227452	-3.73295141201723	0.37097626711196	-10.0625073433353	8.09109502308684e-24	6.91295265021298e-22
gene-J2S48_RS06720	411.909494691217	-4.7203591982665	0.472090830261106	-9.99883686716759	1.54197478465925e-23	1.28608039777652e-21
gene-J2S48_RS12825	1548.6964418871	-3.84329838019934	0.385829219402293	-9.96113872908118	2.25465271934204e-23	1.79501101723981e-21
rna-J2S48_RS15025	361.276000460169	-5.07269716876065	0.509216346935156	-9.96177204304598	2.24033379935609e-23	1.79501101723981e-21
gene-J2S48_RS14920	19708.3142465184	-2.76545424868815	0.27782036222575	-9.95410929038028	2.41979984786849e-23	1.88367974824074e-21
MSTRG.1298.1	2743.75881960794	-3.69432756994396	0.371610085907432	-9.94140823956059	2.74912864325835e-23	2.04897822070936e-21
gene-J2S48_RS13770	59093.2245727178	-4.35577213464693	0.438109836574494	-9.94219205097967	2.72757841513956e-23	2.04897822070936e-21
gene-J2S48_RS17750	1882.48824569755	2.9611024216911	0.299426494690361	9.88924652360238	4.63503277872455e-23	3.38260829664002e-21
gene-J2S48_RS13785	2684.75036691384	3.11520404334922	0.316786360238739	9.83376948742844	8.05462109071393e-23	5.75823217974916e-21
gene-J2S48_RS00400	1144.56700871318	3.38450473227336	0.345386953893747	9.79916784382814	1.13516959723237e-22	7.95299819821e-21
gene-J2S48_RS21140	613.00907364002	3.57797488451088	0.3675447757454	9.73480000431118	2.1423870443596e-22	1.47152584635131e-20
gene-J2S48_RS07055	359.65955584202	-3.20302966792268	0.331330522609536	-9.66717356039474	4.15700208003471e-22	2.80038043968492e-20
gene-J2S48_RS13310	574.031072679435	3.73133732581256	0.38961526716944	9.57697924139569	9.99247377713879e-22	6.60445955496551e-20
gene-J2S48_RS17385	2622.70822913844	-4.11552119302671	0.430894357480093	-9.55111414569137	1.28308887125358e-21	8.323445029632e-20
rna-J2S48_RS10600	112.462843385724	-6.48500156238151	0.682078081500091	-9.50771141643941	1.94903093447322e-21	1.24135552062904e-19
